iter	RMSE
168	13.51714881
169	13.50016224
170	13.48634015
171	13.47439182
172	13.46560443
173	13.45871637
174	13.44327411
175	13.43889881
176	13.43116914
177	13.42087493
178	13.41141593
179	13.40209946
180	13.39323605
181	13.37962966
182	13.36958649
183	13.36600225
184	13.35915338
185	13.34220194
186	13.33083719
187	13.32031808
188	13.30550178
189	13.29628849
190	13.28811479
191	13.27655718
192	13.26932261
193	13.26365379
194	13.25572599
195	13.24458966
196	13.24064516
197	13.23248216
198	13.21600482
199	13.20706451
200	13.1978254
201	13.19241134
202	13.1841453
203	13.17753195
204	13.16732336
205	13.15204442
206	13.13816853
207	13.12850771
208	13.11442123
209	13.09231307
210	13.08630498
211	13.07077999
212	13.06501896
213	13.05166949
214	13.04309347
215	13.03393716
216	13.01978097
217	13.01067131
218	13.00639782
219	13.0008535
220	12.98913086
221	12.98112286
222	12.97101516
223	12.95690387
224	12.94119166
225	12.93608778
226	12.9299567
227	12.91972275
228	12.91115942
229	12.89951182
230	12.88070944
231	12.87146251
232	12.8600744
233	12.84535652
234	12.83347141
235	12.81923866
236	12.81266324
237	12.80149553
238	12.79603165
239	12.79152364
240	12.78664773
241	12.77137677
242	12.76375771
243	12.75722668
244	12.74654399
245	12.73889765
246	12.72042276
247	12.713055
248	12.70704315
249	12.69318497
250	12.67450362
251	12.66837013
252	12.66274998
253	12.64849359
254	12.64019183
255	12.62318029
256	12.60961216
257	12.60095685
258	12.5921219
259	12.57950725
260	12.57231422
261	12.56176506
262	12.55532506
263	12.55044562
264	12.54495582
265	12.54054268
266	12.5260631
267	12.51727919
268	12.51328788
269	12.5063581
270	12.49686826
271	12.49160706
272	12.47701083
273	12.47206907
274	12.46675521
275	12.45526304
276	12.44490385
277	12.43675064
278	12.42922751
279	12.4174159
280	12.41130759
281	12.40566286
282	12.40097315
283	12.39564332
284	12.39088155
285	12.38363542
286	12.37691449
287	12.36916911
288	12.35378164
289	12.34704527
290	12.34143979
291	12.3344647
292	12.33005728
293	12.32363584
294	12.31525959
295	12.30769552
296	12.2995011
297	12.29494062
298	12.29016628
299	12.28225136
300	12.25891284
301	12.25086641
302	12.24426811
303	12.23851753
304	12.2317204
305	12.22502774
306	12.21121354
307	12.19664489
308	12.18592735
309	12.17789954
310	12.1687231
311	12.16435765
312	12.14437253
313	12.13635855
314	12.13021506
315	12.1213562
316	12.1151551
317	12.10546606
318	12.09461479
319	12.08673685
320	12.07884191
321	12.07389115
322	12.06269666
323	12.05657377
324	12.04410008
325	12.03836291
326	12.03042952
327	12.02481101
328	12.01223954
329	12.0057875
330	11.99992802
331	11.99574154
332	11.9918286
333	11.9879248
334	11.9848155
335	11.9761365
336	11.96862756
337	11.96110578
338	11.95738748
339	11.95162523
340	11.94076438
341	11.93578417
342	11.92678748
343	11.91585152
344	11.90765796
345	11.89976273
346	11.89279149
347	11.88789006
348	11.87374588
349	11.86483205
350	11.85867516
351	11.85382749
352	11.84782082
353	11.84098437
354	11.83677279
355	11.8305835
356	11.82572269
357	11.82343236
358	11.81775165
359	11.81469516
360	11.80874628
361	11.8017817
362	11.79045424
363	11.78704937
364	11.77548355
365	11.76802246
366	11.75562799
367	11.74205595
368	11.73345523
369	11.7215417
370	11.71807238
371	11.70959204
372	11.70643535
373	11.70164588
374	11.69060235
375	11.68142294
376	11.6716799
377	11.66908891
378	11.66221236
379	11.65408049
380	11.64732622
381	11.63723929
382	11.62907601
383	11.61707134
384	11.61252556
385	11.60280813
386	11.59707583
387	11.59055558
388	11.58292031
389	11.57838998
390	11.57388793
391	11.56798054
392	11.56683546
393	11.56391168
394	11.56052443
395	11.55871439
396	11.55159947
397	11.5470188
398	11.54323523
399	11.53903628
400	11.53471092
401	11.52383368
402	11.51833281
403	11.51238867
404	11.50554909
405	11.49776323
406	11.49309293
407	11.48950437
408	11.47736541
409	11.46933839
410	11.46233986
411	11.44709582
412	11.44456228
413	11.44050122
414	11.43261758
415	11.42493756
416	11.41581518
417	11.41167167
418	11.40215396
419	11.39491532
420	11.39102248
421	11.38400426
422	11.37772977
423	11.37419383
424	11.36563266
425	11.36004726
426	11.35126661
427	11.34511545
428	11.33711532
429	11.33554115
430	11.33016245
431	11.32634329
432	11.31761074
433	11.30881786
434	11.30119177
435	11.29476186
436	11.29046661
437	11.28139523
438	11.27567726
439	11.27317807
440	11.26696449
441	11.26206342
442	11.25521675
443	11.25120023
444	11.24979853
445	11.24396209
446	11.23519533
447	11.22897289
448	11.22676872
449	11.22241404
450	11.21521672
451	11.20938382
452	11.20237899
453	11.19758248
454	11.19292671
455	11.1867522
456	11.17771153
457	11.17304992
458	11.17006039
459	11.1679782
460	11.16034001
461	11.15443769
462	11.14957812
463	11.14416326
464	11.14103895
465	11.13521744
466	11.13214903
467	11.12763515
468	11.11822455
469	11.11383275
470	11.10799251
471	11.10090045
472	11.09700883
473	11.08943741
474	11.08786754
475	11.08134463
476	11.07306262
477	11.06665279
478	11.06335867
479	11.05807198
480	11.05514201
481	11.05000649
482	11.04731776
483	11.03279251
484	11.02640057
485	11.01880351
486	11.01350212
487	11.00759458
488	11.00339168
489	11.00219177
490	11.00032497
491	10.99531048
492	10.98975111
493	10.97986076
494	10.97678693
495	10.97585242
496	10.97240937
497	10.96465223
498	10.95714975
499	10.95078099
500	10.94453043
501	10.93925485
502	10.93338227
503	10.92650358
504	10.91888919
505	10.9146589
506	10.91168423
507	10.90583963
508	10.90075301
509	10.8972463
510	10.89159739
511	10.88960467
512	10.88287385
513	10.88014491
514	10.87220733
515	10.86793164
516	10.86055129
517	10.85736726
518	10.84965553
519	10.84311719
520	10.83835127
521	10.83525439
522	10.83303735
523	10.83204951
524	10.81982786
525	10.8161634
526	10.81130593
527	10.80347179
528	10.79865722
529	10.79582281
530	10.78761517
531	10.78655195
532	10.77951015
533	10.77371065
534	10.7647508
535	10.76082931
536	10.75619422
537	10.7474182
538	10.74193784
539	10.7363265
540	10.73416399
541	10.7300049
542	10.7273439
543	10.72302488
544	10.71805415
545	10.71632445
546	10.71253387
547	10.71038779
548	10.70703644
549	10.70127521
550	10.69603953
551	10.6905488
552	10.6864381
553	10.68304207
554	10.6777706
555	10.67346219
556	10.67066867
557	10.6663453
558	10.66071699
559	10.65699979
560	10.65168164
561	10.64869273
562	10.64418476
563	10.64108939
564	10.63682553
565	10.6334667
566	10.62912881
567	10.62721491
568	10.62374108
569	10.62289663
570	10.61770183
571	10.61425797
572	10.6066792
573	10.59901675
574	10.59722991
575	10.59366687
576	10.59067079
577	10.58948655
578	10.58274318
579	10.57824098
580	10.57430653
581	10.56794221
582	10.56547757
583	10.56065041
584	10.55620572
585	10.55432595
586	10.55178289
587	10.54849168
588	10.54464752
589	10.54055635
590	10.53039724
591	10.52661247
592	10.5230485
593	10.51834329
594	10.51064528
595	10.50582966
596	10.50336189
597	10.4978256
598	10.49416167
599	10.48927311
600	10.4853207
601	10.48098418
602	10.47709609
603	10.47320694
604	10.46949205
605	10.46546085
606	10.46193985
607	10.45612496
608	10.45194821
609	10.44737315
610	10.44296131
611	10.44036791
612	10.43508163
613	10.42936509
614	10.42741283
615	10.42380885
616	10.42073462
617	10.41880313
618	10.41569388
619	10.41154372
620	10.40729194
621	10.40415454
622	10.40247015
623	10.3957103
624	10.39284325
625	10.38909072
626	10.38499031
627	10.38201592
628	10.37959612
629	10.37718619
630	10.37227949
631	10.36678633
632	10.36358676
633	10.35970968
634	10.35542895
635	10.35091632
636	10.34731112
637	10.34281151
638	10.33913849
639	10.33531647
640	10.3301282
641	10.32724213
642	10.32533706
643	10.32221745
644	10.31967306
645	10.3177342
646	10.31509383
647	10.31041355
648	10.30668635
649	10.3026466
650	10.29694173
651	10.2911415
652	10.28810212
653	10.28211235
654	10.27799684
655	10.27395575
656	10.27131231
657	10.26415344
658	10.25690606
659	10.25491155
660	10.25012737
661	10.24543133
662	10.24314692
663	10.23742791
664	10.23400631
665	10.23116559
666	10.22728241
667	10.22553916
668	10.22370434
669	10.21990049
670	10.21669665
671	10.21146481
672	10.20735816
673	10.20233039
674	10.19834356
675	10.19466985
676	10.19094077
677	10.18813987
678	10.18246236
679	10.17925253
680	10.17223193
681	10.16738349
682	10.16099102
683	10.15882602
684	10.15720727
685	10.15516502
686	10.15039288
687	10.14730734
688	10.14068511
689	10.13633268
690	10.13390386
691	10.12877991
692	10.12728228
693	10.12324306
694	10.11768242
695	10.11449946
696	10.11197225
697	10.11070617
698	10.10839643
699	10.10412819
700	10.10060149
701	10.09762284
702	10.09015455
703	10.0879386
704	10.08503833
705	10.08272696
706	10.07807086
707	10.07566669
708	10.07152158
709	10.06788596
710	10.0649963
711	10.06059902
712	10.05755496
713	10.0550975
714	10.05093781
715	10.04902069
716	10.04631989
717	10.0416678
718	10.04031289
719	10.03810925
720	10.03333378
721	10.03051057
722	10.02896861
723	10.02780949
724	10.02339355
725	10.01950785
726	10.01436666
727	10.0105649
728	10.00677689
729	9.999895628
730	9.99654553
731	9.994253318
732	9.990583524
733	9.984261161
734	9.981014826
735	9.978407798
736	9.974365911
737	9.971472002
738	9.965713694
739	9.96166394
740	9.960417154
741	9.959574786
742	9.955933632
743	9.952510077
744	9.950033545
745	9.947254131
746	9.941785575
747	9.936869815
748	9.934546
749	9.930760298
750	9.926908242
751	9.922376857
752	9.919160524
753	9.915576284
754	9.914341585
755	9.913564396
756	9.909941937
757	9.907084952
758	9.904005527
759	9.902247068
760	9.899367628
761	9.895616001
762	9.891399134
763	9.887307323
764	9.88651312
765	9.881949404
766	9.87790549
767	9.873216055
768	9.869050124
769	9.866012479
770	9.863246594
771	9.860621139
772	9.856926089
773	9.854838102
774	9.852198153
775	9.848261471
776	9.846567
777	9.844765925
778	9.841450266
779	9.836612061
780	9.835347504
781	9.831801326
782	9.827699349
783	9.825491392
784	9.823875115
785	9.821268533
786	9.816074039
787	9.809835696
788	9.802755432
789	9.799446198
790	9.797999544
791	9.794875137
792	9.791514452
793	9.789300156
794	9.78759666
795	9.785970233
796	9.783865223
797	9.77955394
798	9.775917099
799	9.7746462
800	9.772954592
801	9.770966713
802	9.766737092
803	9.76103988
804	9.757763823
805	9.754586355
806	9.750527221
807	9.748578222
808	9.746868814
809	9.743007893
810	9.739881772
811	9.738833931
812	9.737114111
813	9.732799212
814	9.730934656
815	9.724071499
816	9.721513382
817	9.71885988
818	9.716232342
819	9.711948711
820	9.709085912
821	9.705396253
822	9.702179874
823	9.697572602
824	9.695435874
825	9.691022366
826	9.689456532
827	9.685230299
828	9.684486767
829	9.682572572
830	9.677141693
831	9.672048332
832	9.667527011
833	9.66557063
834	9.663533282
835	9.660794772
836	9.659176867
837	9.655098449
838	9.65313019
839	9.64871742
840	9.645449773
841	9.641090812
842	9.639702917
843	9.637132291
844	9.63483777
845	9.62960505
846	9.628480407
847	9.624572132
848	9.623298852
849	9.619433651
850	9.617226844
851	9.615713998
852	9.610436938
853	9.607427173
854	9.602835726
855	9.601096635
856	9.599487011
857	9.596503078
858	9.593037543
859	9.591623931
860	9.587523362
861	9.584241192
862	9.581349381
863	9.577013938
864	9.572113565
865	9.570068854
866	9.565992638
867	9.562925416
868	9.561787063
869	9.559119723
870	9.556354922
871	9.5535497
872	9.549163448
873	9.547364157
874	9.545023673
875	9.542902302
876	9.539880289
877	9.538223836
878	9.535280946
879	9.532661589
880	9.53087406
881	9.526976654
882	9.524255388
883	9.520032159
884	9.516154608
885	9.513423281
886	9.510948434
887	9.506089228
888	9.502969179
889	9.501800799
890	9.49911528
891	9.495276484
892	9.494283656
893	9.492056116
894	9.490473037
895	9.48683009
896	9.484284608
897	9.482860966
898	9.478809384
899	9.473542928
900	9.46834495
901	9.46432173
902	9.460247742
903	9.457283464
904	9.456336911
905	9.45455232
906	9.451253106
907	9.447417894
908	9.445888515
909	9.443594667
910	9.441193071
911	9.438074769
912	9.434763448
913	9.432491765
914	9.430769111
915	9.429175053
916	9.425307953
917	9.420953002
918	9.417360203
919	9.411400557
920	9.408668054
921	9.405961066
922	9.400588378
923	9.396963742
924	9.391166099
925	9.387685666
926	9.3860046
927	9.383346782
928	9.376774507
929	9.37393703
930	9.369653165
931	9.367221722
932	9.3660131
933	9.36409908
934	9.36132043
935	9.359954021
936	9.358837165
937	9.357210429
938	9.35388235
939	9.351905215
940	9.349011991
941	9.346154364
942	9.339647105
943	9.335535036
944	9.333571804
945	9.330819306
946	9.324768495
947	9.322846977
948	9.319959185
949	9.317031451
950	9.310241109
951	9.306307927
952	9.305028699
953	9.30355297
954	9.300265443
955	9.298965148
956	9.294965813
957	9.29148266
958	9.2899766
959	9.286843412
960	9.284202762
961	9.2818277
962	9.27792376
963	9.273785948
964	9.271692989
965	9.269841798
966	9.266880187
967	9.264927479
968	9.260827734
969	9.256873621
970	9.253809487
971	9.251795605
972	9.248841771
973	9.246519883
974	9.244370694
975	9.241393943
976	9.239640995
977	9.236180519
978	9.232953186
979	9.231915713
980	9.23018529
981	9.228853359
982	9.226922628
983	9.223841246
984	9.220768737
985	9.219605226
986	9.216193623
987	9.213978149
988	9.211979334
989	9.209711917
990	9.208424692
991	9.206181766
992	9.204901957
993	9.202441903
994	9.199713108
995	9.197802407
996	9.19360897
997	9.190339827
998	9.189001277
999	9.187827589
